student_no,knowledge_code,attempted_at,is_correct,sequence
20260003,random_forest,2026-02-18T08:56:00+00:00,False,35
20260004,discriminant_analysis,2026-04-28T14:40:00+00:00,True,1
20260004,knn,2026-04-05T23:37:00+00:00,True,2
20260004,knn,2026-05-11T16:50:00+00:00,True,3
20260004,multiple_linear_regression,2026-05-05T19:25:00+00:00,True,4
20260004,regression_diagnostics,2026-04-30T07:19:00+00:00,True,5
20260004,classification_metrics,2026-06-09T07:27:00+00:00,False,6
20260004,classification_metrics,2026-05-03T18:24:00+00:00,True,7
20260004,ridge_regression,2026-03-17T16:29:00+00:00,False,8
20260004,lasso_regression,2026-05-20T20:22:00+00:00,True,9
20260004,classification_metrics,2026-03-08T06:46:00+00:00,False,10
20260004,multiple_linear_regression,2026-05-05T04:20:00+00:00,True,11
20260004,feature_standardization,2026-05-02T22:20:00+00:00,True,12
20260004,linear_algebra,2026-04-13T19:00:00+00:00,False,13
20260004,gradient_boosting,2026-06-14T02:17:00+00:00,False,14
20260004,ridge_regression,2026-04-20T02:07:00+00:00,False,15
20260004,support_vector_machine,2026-02-28T06:36:00+00:00,True,16
20260004,regression_diagnostics,2026-05-27T22:26:00+00:00,False,17
20260004,generalized_linear_model,2026-06-10T03:09:00+00:00,False,18
20260004,knn,2026-05-04T14:57:00+00:00,True,19
20260004,linear_algebra,2026-04-03T05:12:00+00:00,True,20
20260004,knn,2026-05-23T22:42:00+00:00,True,21
20260004,cross_validation,2026-06-11T03:17:00+00:00,False,22
20260004,principal_component_analysis,2026-06-10T06:35:00+00:00,False,23
20260004,lasso_regression,2026-02-22T15:19:00+00:00,False,24
20260004,classification_metrics,2026-05-14T22:11:00+00:00,True,25
20260004,cross_validation,2026-03-21T17:03:00+00:00,False,26
20260004,generalized_linear_model,2026-03-20T21:09:00+00:00,False,27
20260004,decision_tree,2026-03-28T14:31:00+00:00,True,28
20260004,generalized_linear_model,2026-02-20T09:24:00+00:00,True,29
20260004,linear_algebra,2026-03-26T03:37:00+00:00,False,30
20260004,support_vector_machine,2026-04-02T10:04:00+00:00,True,31
20260004,regression_diagnostics,2026-03-10T08:26:00+00:00,False,32
20260004,support_vector_machine,2026-05-05T07:31:00+00:00,True,33
20260004,multiple_linear_regression,2026-04-12T06:05:00+00:00,True,34
20260004,lasso_regression,2026-03-21T06:34:00+00:00,False,35
20260004,knn,2026-03-14T01:43:00+00:00,True,36
20260004,gradient_boosting,2026-04-01T03:47:00+00:00,True,37
20260004,probability_distributions,2026-04-06T04:59:00+00:00,False,38
20260004,generalized_linear_model,2026-05-03T09:34:00+00:00,False,39
20260004,principal_component_analysis,2026-03-31T01:20:00+00:00,True,40
20260004,simple_linear_regression,2026-06-12T10:47:00+00:00,True,41
20260004,regression_diagnostics,2026-02-19T19:26:00+00:00,True,42
20260004,lasso_regression,2026-06-11T12:40:00+00:00,True,43
20260004,support_vector_machine,2026-04-15T03:59:00+00:00,True,44
20260005,decision_tree,2026-03-30T22:55:00+00:00,True,1
20260005,logistic_regression,2026-04-08T16:03:00+00:00,False,2
20260005,discriminant_analysis,2026-04-21T21:33:00+00:00,False,3
20260005,bias_variance,2026-04-23T15:21:00+00:00,True,4
20260005,classification_metrics,2026-05-22T14:54:00+00:00,False,5
20260005,principal_component_analysis,2026-04-07T05:42:00+00:00,False,6
20260005,support_vector_machine,2026-06-13T14:56:00+00:00,False,7
20260005,principal_component_analysis,2026-04-23T04:40:00+00:00,True,8
20260005,descriptive_statistics,2026-04-20T14:33:00+00:00,False,9
20260005,probability_distributions,2026-06-09T15:58:00+00:00,True,10
20260005,parameter_estimation,2026-06-15T12:12:00+00:00,True,11
20260005,support_vector_machine,2026-03-13T15:23:00+00:00,False,12
20260005,support_vector_machine,2026-04-10T15:11:00+00:00,False,13
20260005,ridge_regression,2026-04-14T18:02:00+00:00,True,14
20260005,probability_distributions,2026-05-11T07:54:00+00:00,True,15
20260005,knn,2026-05-22T01:01:00+00:00,True,16
20260005,roc_auc,2026-06-08T22:32:00+00:00,True,17
20260005,multiple_linear_regression,2026-04-04T18:07:00+00:00,True,18
20260005,logistic_regression,2026-03-30T17:46:00+00:00,False,19
20260005,logistic_regression,2026-02-27T17:33:00+00:00,False,20
20260005,bias_variance,2026-02-23T12:57:00+00:00,True,21
20260005,decision_tree,2026-04-21T09:41:00+00:00,False,22
20260005,regression_diagnostics,2026-06-10T15:39:00+00:00,False,23
20260005,logistic_regression,2026-06-12T23:46:00+00:00,False,24
20260005,parameter_estimation,2026-04-16T17:25:00+00:00,False,25
20260005,gradient_boosting,2026-04-21T19:50:00+00:00,False,26
20260005,ridge_regression,2026-06-01T16:30:00+00:00,True,27
20260005,cross_validation,2026-04-11T08:51:00+00:00,False,28
20260005,sampling_distribution,2026-04-28T15:32:00+00:00,True,29
20260005,lasso_regression,2026-06-14T16:19:00+00:00,True,30
20260005,random_forest,2026-06-08T21:43:00+00:00,False,31
20260005,classification_metrics,2026-05-04T04:24:00+00:00,False,32
20260005,ridge_regression,2026-05-22T19:45:00+00:00,False,33
20260005,discriminant_analysis,2026-05-18T18:15:00+00:00,False,34
20260005,ridge_regression,2026-05-05T01:08:00+00:00,True,35
20260005,gradient_boosting,2026-03-25T04:05:00+00:00,True,36
20260005,gradient_boosting,2026-04-07T02:44:00+00:00,True,37
20260005,random_forest,2026-03-22T15:58:00+00:00,True,38
20260005,feature_standardization,2026-06-15T18:22:00+00:00,False,39
20260006,classification_metrics,2026-03-18T09:17:00+00:00,True,1
20260006,simple_linear_regression,2026-02-24T15:31:00+00:00,True,2
20260006,linear_algebra,2026-05-30T02:02:00+00:00,False,3
20260006,multiple_linear_regression,2026-03-19T07:26:00+00:00,False,4
20260006,principal_component_analysis,2026-04-10T03:16:00+00:00,False,5
20260006,multiple_linear_regression,2026-04-04T11:06:00+00:00,False,6
20260006,knn,2026-03-06T01:51:00+00:00,True,7
20260006,principal_component_analysis,2026-05-21T14:43:00+00:00,False,8
20260006,ridge_regression,2026-04-17T18:25:00+00:00,True,9
20260006,random_forest,2026-05-24T10:51:00+00:00,False,10
20260006,cross_validation,2026-04-08T12:01:00+00:00,True,11
20260006,gradient_boosting,2026-05-03T03:48:00+00:00,False,12
20260006,logistic_regression,2026-04-15T08:14:00+00:00,True,13
20260006,decision_tree,2026-04-20T08:40:00+00:00,True,14
20260006,linear_algebra,2026-05-19T04:48:00+00:00,True,15
20260006,generalized_linear_model,2026-03-17T06:26:00+00:00,True,16
20260006,logistic_regression,2026-05-23T18:36:00+00:00,False,17
20260006,cross_validation,2026-04-16T16:55:00+00:00,False,18
20260006,knn,2026-05-10T02:26:00+00:00,False,19
20260006,discriminant_analysis,2026-05-15T14:21:00+00:00,False,20
20260006,feature_standardization,2026-03-07T20:35:00+00:00,False,21
20260006,probability_distributions,2026-03-11T08:17:00+00:00,True,22
20260006,sampling_distribution,2026-06-14T16:16:00+00:00,True,23
20260006,hypothesis_testing,2026-05-07T19:50:00+00:00,True,24
20260006,feature_standardization,2026-04-24T11:17:00+00:00,True,25
20260006,generalized_linear_model,2026-05-13T13:10:00+00:00,True,26
20260006,multiple_linear_regression,2026-03-09T06:07:00+00:00,True,27
20260006,sampling_distribution,2026-04-28T05:26:00+00:00,False,28
20260006,linear_algebra,2026-05-12T02:03:00+00:00,True,29
20260006,bias_variance,2026-04-01T11:12:00+00:00,False,30
20260006,generalized_linear_model,2026-04-01T01:02:00+00:00,False,31
20260006,probability_distributions,2026-03-23T19:56:00+00:00,True,32
20260006,discriminant_analysis,2026-05-09T10:38:00+00:00,False,33
20260006,multiple_linear_regression,2026-03-18T16:29:00+00:00,False,34
20260006,parameter_estimation,2026-05-03T17:00:00+00:00,True,35
20260006,principal_component_analysis,2026-04-03T03:31:00+00:00,False,36
20260006,probability_distributions,2026-02-23T23:49:00+00:00,False,37
20260006,random_forest,2026-05-03T00:57:00+00:00,True,38
20260006,lasso_regression,2026-03-14T07:15:00+00:00,True,39
20260006,discriminant_analysis,2026-03-07T08:16:00+00:00,False,40
20260006,hypothesis_testing,2026-04-02T00:34:00+00:00,True,41
20260006,descriptive_statistics,2026-06-09T09:48:00+00:00,False,42
20260006,classification_metrics,2026-05-20T22:53:00+00:00,True,43
20260006,multiple_linear_regression,2026-03-21T21:59:00+00:00,False,44
20260007,support_vector_machine,2026-04-19T05:44:00+00:00,False,1
20260007,feature_standardization,2026-03-03T22:39:00+00:00,False,2
20260007,roc_auc,2026-04-30T14:35:00+00:00,True,3
20260007,multiple_linear_regression,2026-03-25T02:24:00+00:00,False,4
20260007,principal_component_analysis,2026-06-14T06:28:00+00:00,False,5
20260007,hypothesis_testing,2026-03-14T22:57:00+00:00,True,6
20260007,simple_linear_regression,2026-02-19T19:17:00+00:00,False,7
20260007,regression_diagnostics,2026-02-21T17:20:00+00:00,False,8
20260007,bias_variance,2026-06-04T13:53:00+00:00,True,9
20260007,simple_linear_regression,2026-04-24T18:49:00+00:00,True,10
20260007,knn,2026-04-22T07:49:00+00:00,True,11
20260007,multiple_linear_regression,2026-04-30T02:37:00+00:00,False,12
20260007,gradient_boosting,2026-05-15T20:37:00+00:00,False,13
20260007,regression_diagnostics,2026-04-16T05:00:00+00:00,False,14
20260007,support_vector_machine,2026-05-17T20:21:00+00:00,False,15
20260007,probability_distributions,2026-05-06T05:12:00+00:00,True,16
20260007,probability_distributions,2026-02-19T04:10:00+00:00,False,17
20260007,regression_diagnostics,2026-05-26T23:38:00+00:00,True,18
20260007,sampling_distribution,2026-05-24T03:55:00+00:00,False,19
20260007,linear_algebra,2026-03-08T14:03:00+00:00,True,20
20260007,multiple_linear_regression,2026-05-17T21:31:00+00:00,False,21
20260007,bias_variance,2026-05-12T06:20:00+00:00,False,22
20260007,hypothesis_testing,2026-03-03T09:38:00+00:00,False,23
20260007,random_forest,2026-03-13T07:28:00+00:00,False,24
20260007,knn,2026-02-21T00:44:00+00:00,True,25
20260007,discriminant_analysis,2026-03-16T07:48:00+00:00,False,26
20260007,roc_auc,2026-03-06T16:48:00+00:00,False,27
20260007,classification_metrics,2026-04-21T09:04:00+00:00,False,28
20260007,roc_auc,2026-04-29T17:04:00+00:00,False,29
20260007,bias_variance,2026-03-17T18:13:00+00:00,False,30
20260007,support_vector_machine,2026-02-28T15:59:00+00:00,False,31
20260007,descriptive_statistics,2026-04-18T14:37:00+00:00,True,32
20260007,random_forest,2026-05-22T03:41:00+00:00,False,33
20260007,roc_auc,2026-02-25T17:35:00+00:00,False,34
20260007,probability_distributions,2026-05-14T09:25:00+00:00,True,35
20260007,regression_diagnostics,2026-05-27T09:26:00+00:00,False,36
20260007,probability_distributions,2026-03-04T02:42:00+00:00,True,37
20260008,logistic_regression,2026-03-08T05:50:00+00:00,False,1
20260008,cross_validation,2026-03-24T00:18:00+00:00,True,2
20260008,cross_validation,2026-03-09T17:47:00+00:00,False,3
20260008,parameter_estimation,2026-03-16T21:58:00+00:00,True,4
20260008,logistic_regression,2026-04-26T00:43:00+00:00,True,5
20260008,support_vector_machine,2026-05-09T05:57:00+00:00,False,6
20260008,lasso_regression,2026-02-20T18:09:00+00:00,False,7
20260008,lasso_regression,2026-05-10T00:50:00+00:00,True,8
20260008,probability_distributions,2026-04-01T11:14:00+00:00,False,9
20260008,principal_component_analysis,2026-03-12T01:29:00+00:00,True,10
20260008,knn,2026-03-04T07:33:00+00:00,False,11
20260008,gradient_boosting,2026-04-19T04:13:00+00:00,True,12
20260008,support_vector_machine,2026-05-03T03:05:00+00:00,False,13
20260008,bias_variance,2026-05-06T00:02:00+00:00,True,14
20260008,lasso_regression,2026-03-21T06:39:00+00:00,False,15
20260008,cross_validation,2026-06-11T22:53:00+00:00,False,16
20260008,descriptive_statistics,2026-04-04T11:38:00+00:00,True,17
20260008,generalized_linear_model,2026-03-18T19:08:00+00:00,False,18
20260008,bias_variance,2026-04-11T21:52:00+00:00,True,19
20260008,knn,2026-05-01T03:38:00+00:00,True,20
20260008,classification_metrics,2026-03-13T12:50:00+00:00,False,21
20260008,ridge_regression,2026-04-14T18:48:00+00:00,True,22
20260008,linear_algebra,2026-02-18T11:10:00+00:00,True,23
20260008,gradient_boosting,2026-04-30T21:39:00+00:00,True,24
20260008,feature_standardization,2026-02-26T14:54:00+00:00,False,25
20260008,ridge_regression,2026-03-06T16:44:00+00:00,False,26
20260008,feature_standardization,2026-06-05T15:35:00+00:00,False,27
20260008,knn,2026-06-04T18:43:00+00:00,False,28
20260008,feature_standardization,2026-06-03T01:07:00+00:00,True,29
20260008,classification_metrics,2026-05-13T16:49:00+00:00,True,30
20260009,simple_linear_regression,2026-05-19T19:32:00+00:00,True,1
20260009,roc_auc,2026-05-02T10:25:00+00:00,False,2
20260009,regression_diagnostics,2026-05-22T05:41:00+00:00,False,3
20260009,gradient_boosting,2026-04-09T05:48:00+00:00,True,4
20260009,generalized_linear_model,2026-05-19T06:29:00+00:00,False,5
20260009,decision_tree,2026-03-20T16:02:00+00:00,True,6
20260009,probability_distributions,2026-05-16T00:12:00+00:00,False,7
20260009,gradient_boosting,2026-05-21T01:58:00+00:00,True,8
20260009,knn,2026-03-26T23:16:00+00:00,False,9
20260009,regression_diagnostics,2026-06-15T11:45:00+00:00,True,10
20260009,support_vector_machine,2026-04-09T21:58:00+00:00,True,11
20260009,sampling_distribution,2026-03-10T15:53:00+00:00,True,12
20260009,roc_auc,2026-06-07T18:59:00+00:00,True,13
20260009,roc_auc,2026-04-25T16:59:00+00:00,False,14
20260009,roc_auc,2026-03-08T11:27:00+00:00,False,15
20260009,cross_validation,2026-04-17T10:16:00+00:00,True,16
20260009,decision_tree,2026-04-04T11:01:00+00:00,False,17
20260009,lasso_regression,2026-05-16T10:17:00+00:00,True,18
20260009,logistic_regression,2026-03-28T04:30:00+00:00,False,19
20260009,ridge_regression,2026-04-10T07:30:00+00:00,True,20
20260009,sampling_distribution,2026-06-01T06:58:00+00:00,True,21
20260009,classification_metrics,2026-03-05T19:17:00+00:00,True,22
20260009,regression_diagnostics,2026-02-22T07:02:00+00:00,True,23
20260009,feature_standardization,2026-04-28T16:12:00+00:00,False,24
20260009,simple_linear_regression,2026-04-03T00:48:00+00:00,True,25
20260009,linear_algebra,2026-05-27T02:06:00+00:00,True,26
20260009,knn,2026-04-02T09:01:00+00:00,False,27
20260009,logistic_regression,2026-04-16T13:20:00+00:00,True,28
20260009,regression_diagnostics,2026-05-15T18:50:00+00:00,True,29
20260009,classification_metrics,2026-06-06T12:56:00+00:00,True,30
20260009,cross_validation,2026-04-22T13:13:00+00:00,True,31
20260009,support_vector_machine,2026-04-04T22:57:00+00:00,True,32
20260009,random_forest,2026-03-09T19:03:00+00:00,True,33
20260009,linear_algebra,2026-05-24T18:39:00+00:00,True,34
20260010,random_forest,2026-05-06T23:51:00+00:00,False,1
20260010,gradient_boosting,2026-05-25T18:17:00+00:00,False,2
20260010,support_vector_machine,2026-04-15T10:27:00+00:00,True,3
20260010,decision_tree,2026-04-07T21:42:00+00:00,False,4
20260010,knn,2026-05-25T03:41:00+00:00,True,5
20260010,sampling_distribution,2026-03-31T16:01:00+00:00,True,6
20260010,ridge_regression,2026-04-24T13:50:00+00:00,False,7
20260010,roc_auc,2026-04-24T16:26:00+00:00,True,8
20260010,roc_auc,2026-03-07T03:29:00+00:00,False,9
20260010,cross_validation,2026-03-12T01:51:00+00:00,False,10
20260010,hypothesis_testing,2026-05-18T00:50:00+00:00,False,11
20260010,probability_distributions,2026-02-19T06:35:00+00:00,True,12
20260010,random_forest,2026-04-26T07:13:00+00:00,False,13
20260010,parameter_estimation,2026-05-01T04:17:00+00:00,False,14
20260010,simple_linear_regression,2026-05-11T06:39:00+00:00,False,15
20260010,discriminant_analysis,2026-03-29T23:06:00+00:00,False,16
20260010,generalized_linear_model,2026-03-19T19:53:00+00:00,False,17
20260010,sampling_distribution,2026-03-13T20:10:00+00:00,False,18
20260010,descriptive_statistics,2026-05-05T07:06:00+00:00,True,19
20260010,probability_distributions,2026-05-19T04:20:00+00:00,False,20
20260010,decision_tree,2026-03-21T04:34:00+00:00,False,21
20260010,regression_diagnostics,2026-05-19T08:16:00+00:00,True,22
20260010,cross_validation,2026-04-23T01:50:00+00:00,False,23
20260010,bias_variance,2026-05-25T04:35:00+00:00,False,24
20260010,regression_diagnostics,2026-05-28T10:15:00+00:00,False,25
20260010,roc_auc,2026-04-27T23:18:00+00:00,False,26
20260010,bias_variance,2026-06-15T02:41:00+00:00,True,27
20260010,parameter_estimation,2026-05-29T22:15:00+00:00,True,28
20260010,generalized_linear_model,2026-03-01T18:57:00+00:00,False,29
20260010,support_vector_machine,2026-04-04T11:27:00+00:00,False,30
20260010,logistic_regression,2026-04-26T18:59:00+00:00,False,31
20260010,hypothesis_testing,2026-05-29T06:39:00+00:00,False,32
20260011,gradient_boosting,2026-06-04T04:46:00+00:00,False,1
20260011,roc_auc,2026-04-20T12:46:00+00:00,False,2
20260011,decision_tree,2026-03-07T11:19:00+00:00,True,3
20260011,knn,2026-06-07T18:29:00+00:00,True,4
20260011,parameter_estimation,2026-06-07T11:48:00+00:00,True,5
20260011,sampling_distribution,2026-05-29T02:49:00+00:00,False,6
20260011,decision_tree,2026-03-02T17:34:00+00:00,True,7
20260011,multiple_linear_regression,2026-05-20T01:44:00+00:00,True,8
20260011,simple_linear_regression,2026-02-20T13:12:00+00:00,True,9
20260011,cross_validation,2026-03-08T23:33:00+00:00,True,10
20260011,multiple_linear_regression,2026-04-23T13:07:00+00:00,False,11
20260011,discriminant_analysis,2026-05-10T15:40:00+00:00,True,12
20260011,gradient_boosting,2026-04-02T22:37:00+00:00,True,13
20260011,lasso_regression,2026-05-26T12:50:00+00:00,True,14
20260011,decision_tree,2026-04-13T06:05:00+00:00,True,15
20260011,gradient_boosting,2026-05-23T06:41:00+00:00,True,16
20260011,probability_distributions,2026-05-31T10:57:00+00:00,True,17
20260011,knn,2026-04-19T01:22:00+00:00,True,18
20260011,gradient_boosting,2026-02-28T20:51:00+00:00,False,19
20260011,feature_standardization,2026-05-23T01:31:00+00:00,True,20
20260011,lasso_regression,2026-04-22T20:15:00+00:00,True,21
20260011,generalized_linear_model,2026-04-23T16:38:00+00:00,False,22
20260011,simple_linear_regression,2026-03-04T10:58:00+00:00,True,23
20260011,lasso_regression,2026-03-04T15:44:00+00:00,False,24
20260011,logistic_regression,2026-03-14T19:55:00+00:00,True,25
20260011,hypothesis_testing,2026-02-19T03:47:00+00:00,True,26
20260011,knn,2026-03-09T01:53:00+00:00,True,27
20260011,discriminant_analysis,2026-02-23T13:45:00+00:00,True,28
20260011,probability_distributions,2026-05-02T23:23:00+00:00,False,29
20260011,simple_linear_regression,2026-06-05T15:59:00+00:00,True,30
20260011,feature_standardization,2026-03-26T05:45:00+00:00,True,31
20260011,discriminant_analysis,2026-04-25T01:58:00+00:00,True,32
20260011,regression_diagnostics,2026-02-22T15:00:00+00:00,True,33
20260011,principal_component_analysis,2026-03-04T19:15:00+00:00,False,34
20260011,lasso_regression,2026-04-03T10:47:00+00:00,True,35
20260011,hypothesis_testing,2026-05-20T09:44:00+00:00,False,36
20260012,classification_metrics,2026-03-12T23:25:00+00:00,True,1
20260012,support_vector_machine,2026-02-25T15:31:00+00:00,False,2
20260012,roc_auc,2026-03-09T19:50:00+00:00,True,3
20260012,cross_validation,2026-05-02T13:46:00+00:00,True,4
20260012,lasso_regression,2026-05-20T14:44:00+00:00,False,5
20260012,linear_algebra,2026-06-02T12:01:00+00:00,True,6
20260012,support_vector_machine,2026-03-04T10:25:00+00:00,True,7
20260012,multiple_linear_regression,2026-05-04T05:34:00+00:00,True,8
20260012,simple_linear_regression,2026-04-04T17:53:00+00:00,True,9
20260012,bias_variance,2026-04-01T02:37:00+00:00,True,10
20260012,knn,2026-06-15T21:29:00+00:00,False,11
20260012,random_forest,2026-04-05T21:24:00+00:00,True,12
20260012,classification_metrics,2026-05-16T13:37:00+00:00,True,13
20260012,generalized_linear_model,2026-04-12T17:52:00+00:00,True,14
20260012,hypothesis_testing,2026-05-07T12:49:00+00:00,True,15
20260012,multiple_linear_regression,2026-06-05T10:53:00+00:00,True,16
20260012,generalized_linear_model,2026-03-06T22:53:00+00:00,False,17
20260012,support_vector_machine,2026-05-25T17:04:00+00:00,False,18
20260012,cross_validation,2026-03-13T01:58:00+00:00,False,19
20260012,decision_tree,2026-05-22T23:51:00+00:00,False,20
20260012,bias_variance,2026-05-02T16:52:00+00:00,True,21
20260012,generalized_linear_model,2026-05-28T22:41:00+00:00,False,22
20260012,probability_distributions,2026-03-19T11:48:00+00:00,False,23
20260012,ridge_regression,2026-03-14T02:52:00+00:00,True,24
20260012,simple_linear_regression,2026-04-21T11:19:00+00:00,False,25
20260012,roc_auc,2026-05-24T18:40:00+00:00,False,26
20260012,knn,2026-04-21T11:36:00+00:00,True,27
20260012,knn,2026-05-29T23:56:00+00:00,True,28
20260012,support_vector_machine,2026-03-27T23:49:00+00:00,False,29
20260012,support_vector_machine,2026-04-14T23:52:00+00:00,False,30
20260012,classification_metrics,2026-06-08T18:40:00+00:00,True,31
20260012,multiple_linear_regression,2026-05-11T22:37:00+00:00,False,32
20260012,principal_component_analysis,2026-05-08T10:16:00+00:00,False,33
20260012,generalized_linear_model,2026-05-13T20:20:00+00:00,False,34
20260012,discriminant_analysis,2026-03-01T20:05:00+00:00,True,35
20260012,linear_algebra,2026-03-26T08:59:00+00:00,False,36
20260012,parameter_estimation,2026-06-04T19:10:00+00:00,True,37
